raw_sentence,tag,cleaned_sentence
"maybe it's just because this past year has seen the release of some of the worst film comedies in decades . . . but honestly , analyze that really isn't all that bad . 
",positive,maybe it be just because this past year have see the release of some of the bad film comedy in decade but honestly analyze that really be not all that bad
"a droll , well-acted , character-driven comedy with unexpected deposits of feeling . 
",positive,a droll well act character drive comedy with unexpected deposit of feeling
"this is simply the most fun you'll ever have with a documentary ! 
",positive,this be simply the most fun you 'll ever have with a documentary
"a very funny movie . 
",positive,a very funny movie
"watching haneke's film is , aptly enough , a challenge and a punishment . but watching huppert , a great actress tearing into a landmark role , is riveting . 
",positive,watch haneke  film be aptly enough a challenge and a punishment but watch huppert a great actress tear into a landmark role be riveting
"a cop story that understands the medium amazingly well . 
",positive,a cop story that understand the medium amazingly well
"one of the best , most understated performances of [jack nicholson's] career . 
",positive,one of the good most understated performance of jack nicholson  career
"britney has been delivered to the big screen safe and sound , the way we like our 20-year-old superstar girls to travel on the fame freeway . 
",positive,britney have be deliver to the big screen safe and sound the way we like our 20 year old superstar girl to travel on the fame freeway
"those outside show business will enjoy a close look at people they don't really want to know . 
",positive,those outside show business will enjoy a close look at people they do not really want to know
"the kind of nervous film that will either give you a mild headache or exhilarate you . 
",positive,the kind of nervous film that will either give you a mild headache or exhilarate you
"watching beanie and his gang put together his slasher video from spare parts and borrowed materials is as much fun as it must have been for them to make it . 
",positive,watch beanie and his gang put together his slasher video from spare part and borrow material be as much fun as it must have be for they to make it
